#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types
2209230	25898	817	117406	107267	-	-	RCHY1	CAMK2D	ARNIP|CHIMP|PIRH2|PRO1996|RNF199|ZCHY|ZNF363	CAMKD	Affinity Capture-Western	physical	Ma-Lauer Y (2016)	PUBMED:27519799	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96PM5	-	NP_056251|NP_001265468|NP_001265467|NP_001265466|NP_001265465|NP_001009922	Q13557	E9PF82|A0A024RDK3|D6R938	NP_001308519|NP_001308518|NP_001308511|NP_001308510|NP_001308513|NP_001308512|NP_001308515|NP_001308514|NP_001308517|NP_001308516|NP_001308498|NP_001308499|NP_001308495|NP_001308496|NP_001308497|NP_742113|NP_742112|NP_001212|NP_001308508|NP_001308509|NP_001308506|NP_001308507|NP_001308504|NP_001308505|NP_001308502|NP_001308503|NP_001308500|NP_001308501|NP_001308520|NP_742125|NP_742126|NP_742127	-	-	-	-	-	-
2657697	1489680	81887	4383939	123620	SARS-CoV-1ab-nsp1ab	RP3-475B7.2	nsp1ab	LAS1L	nsp1|sars1ab|orf1ab|SARS-CoV nsp1ab|SARS-CoV nsp1|SARS-CoV sars1ab|orf1ab-nsp1|orf1ab-nsp1ab|pp1ab|R1AB_CVHSA	Las1-like|dJ475B7.2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828860	Q9Y4W2	-	NP_112483|NP_001164120|NP_001164121	-	-	-	-	-	-
2657698	-	10540	4383925	115794	SARS-CoV-14	-	ORF14	DCTN2	14|ns14|SARS-CoV sars14|ORF14|SARS-CoV ORF14|Y14_CVHSA	DCTN50|DYNAMITIN|HEL-S-77|RBP50	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	Q7TLC7	-	-	Q13561	V9HW58	NP_001248342|NP_001248341|NP_006391	-	-	-	-	-	-
2657699	1489680	2280	4383943	108570	SARS-CoV-1ab-nsp5ab	RP11-314N13.2	nsp5ab	FKBP1A	nsp5|sars1ab|orf1ab|SARS-CoV nsp5ab|SARS-CoV nsp5|SARS-CoV sars1ab|orf1ab-nsp5|orf1ab-nsp5ab|pp1ab|R1AB_CVHSA	FKBP-12|FKBP-1A|FKBP1|FKBP12|PKC12|PKCI2|PPIASE	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828863	P62942	Q0VDC6|A0A087WTS4	NP_463460|NP_000792|NP_001186715	-	-	-	-	-	-
2657700	1489680	55506	4383946	120686	SARS-CoV-1ab-nsp8ab	RP11-367H5.3	nsp8ab	H2AFY2	nsp8|sars1ab|orf1ab|SARS-CoV nsp8ab|SARS-CoV nsp8|SARS-CoV sars1ab|orf1ab-nsp8|orf1ab-nsp8ab|pp1ab|R1AB_CVHSA	macroH2A2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828866	Q9P0M6	A0A024QZP6	NP_061119	-	-	-	-	-	-
2657701	1489679	6224	4383924	112138	SARS-CoV-9b	-	ORF9b	RPS20	9b|ns9b|SARS-CoV sars9b|ORF9b|SARS-CoV ORF9b|ORF9B_CVHSA	S20	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59636	-	NP_828859	P60866	-	NP_001139699|NP_001014	-	-	-	-	-	-
2657702	1489680	11200	4383950	116369	SARS-CoV-1ab-nsp13ab	RP11-436C9.1	nsp13ab	CHEK2	nsp13|sars1ab|orf1ab|SARS-CoV nsp13ab|SARS-CoV nsp13|SARS-CoV sars1ab|orf1ab-nsp13|orf1ab-nsp13ab|pp1ab|R1AB_CVHSA	CDS1|CHK2|HuCds1|LFS2|PP1425|RAD53|hCds1	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828870	O96017	-	NP_665861|NP_009125|NP_001005735|NP_001244316	-	-	-	-	-	-
2657703	1489680	7013	4383946	112872	SARS-CoV-1ab-nsp8ab	-	nsp8ab	TERF1	nsp8|sars1ab|orf1ab|SARS-CoV nsp8ab|SARS-CoV nsp8|SARS-CoV sars1ab|orf1ab-nsp8|orf1ab-nsp8ab|pp1ab|R1AB_CVHSA	PIN2|TRBF1|TRF|TRF1|hTRF1-AS|t-TRF1	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828866	P54274	-	NP_003209|NP_059523	-	-	-	-	-	-
2657704	1489680	3671	4383944	109878	SARS-CoV-1ab-nsp6ab	UNQ189/PRO215	nsp6ab	ISLR	nsp6|sars1ab|orf1ab|SARS-CoV nsp6ab|SARS-CoV nsp6|SARS-CoV sars1ab|orf1ab-nsp6|orf1ab-nsp6ab|pp1ab|R1AB_CVHSA	HsT17563	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828864	O14498	-	NP_958934|NP_005536	-	-	-	-	-	-
2657705	1489680	1155	4383949	107575	SARS-CoV-1ab-nsp12ab	-	nsp12ab	TBCB	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|R1AB_CVHSA	CG22|CKAP1|CKAPI	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828869	Q99426	-	NP_001272|NP_001287900	-	-	-	-	-	-
2657706	1489680	4828	4383942	110892	SARS-CoV-1ab-nsp4ab	-	nsp4ab	NMB	nsp4|sars1ab|orf1ab|SARS-CoV nsp4ab|SARS-CoV nsp4|SARS-CoV sars1ab|orf1ab-nsp4|orf1ab-nsp4ab|pp1ab|R1AB_CVHSA	-	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_904322	P08949	-	NP_995580|NP_066563	-	-	-	-	-	-
2657707	1489680	81887	4383942	123620	SARS-CoV-1ab-nsp4ab	RP3-475B7.2	nsp4ab	LAS1L	nsp4|sars1ab|orf1ab|SARS-CoV nsp4ab|SARS-CoV nsp4|SARS-CoV sars1ab|orf1ab-nsp4|orf1ab-nsp4ab|pp1ab|R1AB_CVHSA	Las1-like|dJ475B7.2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_904322	Q9Y4W2	-	NP_112483|NP_001164120|NP_001164121	-	-	-	-	-	-
2657708	1489669	10540	4383917	115794	SARS-CoV-3a	-	ORF3a	DCTN2	3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA	DCTN50|DYNAMITIN|HEL-S-77|RBP50	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59632	-	NP_828852	Q13561	V9HW58	NP_001248342|NP_001248341|NP_006391	-	-	-	-	-	-
2657709	1489680	4331	4383949	110474	SARS-CoV-1ab-nsp12ab	-	nsp12ab	MNAT1	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|R1AB_CVHSA	CAP35|MAT1|RNF66|TFB3	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828869	P51948	A0A024R669|A0A024R688	NP_001171434|NP_002422	-	-	-	-	-	-
2657710	1489680	8883	4383945	114402	SARS-CoV-1ab-nsp7ab	HPP1	nsp7ab	NAE1	nsp7|sars1ab|orf1ab|SARS-CoV nsp7ab|SARS-CoV nsp7|SARS-CoV sars1ab|orf1ab-nsp7|orf1ab-nsp7ab|pp1ab|R1AB_CVHSA	A-116A10.1|APPBP1|ula-1	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828865	Q13564	-	NP_001273429|NP_003896|NP_001018169|NP_001018170	-	-	-	-	-	-
2657711	1489680	3223	4383949	109463	SARS-CoV-1ab-nsp12ab	-	nsp12ab	HOXC6	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|R1AB_CVHSA	CP25|HHO.C8|HOX3|HOX3C	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828869	P09630	-	NP_004494|NP_710160	-	-	-	-	-	-
2657712	1489669	7531	4383917	113363	SARS-CoV-3a	-	ORF3a	YWHAE	3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA	14-3-3E|HEL2|KCIP-1|MDCR|MDS	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59632	-	NP_828852	P62258	V9HW98	NP_006752	-	-	-	-	-	-
2657713	1489680	710	4383946	107171	SARS-CoV-1ab-nsp8ab	-	nsp8ab	SERPING1	nsp8|sars1ab|orf1ab|SARS-CoV nsp8ab|SARS-CoV nsp8|SARS-CoV sars1ab|orf1ab-nsp8|orf1ab-nsp8ab|pp1ab|R1AB_CVHSA	C1IN|C1INH|C1NH|HAE1|HAE2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828866	P05155	E9KL26	NP_000053|NP_001027466	-	-	-	-	-	-
2657714	1489680	710	4383950	107171	SARS-CoV-1ab-nsp13ab	-	nsp13ab	SERPING1	nsp13|sars1ab|orf1ab|SARS-CoV nsp13ab|SARS-CoV nsp13|SARS-CoV sars1ab|orf1ab-nsp13|orf1ab-nsp13ab|pp1ab|R1AB_CVHSA	C1IN|C1INH|C1NH|HAE1|HAE2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828870	P05155	E9KL26	NP_000053|NP_001027466	-	-	-	-	-	-
2657715	1489680	51177	4383945	119355	SARS-CoV-1ab-nsp7ab	RP11-458I7.3	nsp7ab	PLEKHO1	nsp7|sars1ab|orf1ab|SARS-CoV nsp7ab|SARS-CoV nsp7|SARS-CoV sars1ab|orf1ab-nsp7|orf1ab-nsp7ab|pp1ab|R1AB_CVHSA	CKIP-1|OC120	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828865	Q53GL0	-	NP_057358|NP_001291653|NP_001291652|NP_001291651	-	-	-	-	-	-
2657716	1489680	5478	4383950	111474	SARS-CoV-1ab-nsp13ab	-	nsp13ab	PPIA	nsp13|sars1ab|orf1ab|SARS-CoV nsp13ab|SARS-CoV nsp13|SARS-CoV sars1ab|orf1ab-nsp13|orf1ab-nsp13ab|pp1ab|R1AB_CVHSA	CYPA|CYPH|HEL-S-69p	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828870	P62937	V9HWF5	NP_066953|NP_001287910	-	-	-	-	-	-
2657717	1489680	10443	4383943	115708	SARS-CoV-1ab-nsp5ab	RP11-298P3.3	nsp5ab	N4BP2L2	nsp5|sars1ab|orf1ab|SARS-CoV nsp5ab|SARS-CoV nsp5|SARS-CoV sars1ab|orf1ab-nsp5|orf1ab-nsp5ab|pp1ab|R1AB_CVHSA	92M18.3|CG005|PFAAP5	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828863	Q92802	Q9Y3H6|A0A024RDV2|B4DPY1	NP_055702|NP_001265361|NP_001307765|NP_149102	-	-	-	-	-	-
2657718	1489680	7507	4383943	113344	SARS-CoV-1ab-nsp5ab	RP11-244N9.4	nsp5ab	XPA	nsp5|sars1ab|orf1ab|SARS-CoV nsp5ab|SARS-CoV nsp5|SARS-CoV sars1ab|orf1ab-nsp5|orf1ab-nsp5ab|pp1ab|R1AB_CVHSA	XP1|XPAC	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828863	P23025	-	NP_000371	-	-	-	-	-	-
2657719	1489680	1975	4383946	108291	SARS-CoV-1ab-nsp8ab	-	nsp8ab	EIF4B	nsp8|sars1ab|orf1ab|SARS-CoV nsp8ab|SARS-CoV nsp8|SARS-CoV sars1ab|orf1ab-nsp8|orf1ab-nsp8ab|pp1ab|R1AB_CVHSA	EIF-4B|PRO1843	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828866	P23588	E7EX17|B4DRM3|Q7Z5Y0	NP_001287750|NP_001408|NP_001317583	-	-	-	-	-	-
2657720	1489680	54976	4383943	120312	SARS-CoV-1ab-nsp5ab	RP5-1009E24.6	nsp5ab	C20orf27	nsp5|sars1ab|orf1ab|SARS-CoV nsp5ab|SARS-CoV nsp5|SARS-CoV sars1ab|orf1ab-nsp5|orf1ab-nsp5ab|pp1ab|R1AB_CVHSA	-	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828863	Q9GZN8	-	NP_001034229|NP_001245359|NP_001245358	-	-	-	-	-	-
2657721	1489680	3936	4383945	110128	SARS-CoV-1ab-nsp7ab	RP11-139H14.1	nsp7ab	LCP1	nsp7|sars1ab|orf1ab|SARS-CoV nsp7ab|SARS-CoV nsp7|SARS-CoV sars1ab|orf1ab-nsp7|orf1ab-nsp7ab|pp1ab|R1AB_CVHSA	CP64|HEL-S-37|L-PLASTIN|LC64P|LPL|PLS2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828865	P13796	A0A024RDT4	NP_002289	-	-	-	-	-	-
2657722	1489674	64093	4383920	122055	SARS-CoV-7a	-	ORF7a	SMOC1	7a|ns7a|U122|X4|SARS-CoV sars7a|ORF7a|SARS-CoV ORF7a|U122|X4|NS7A_CVHSA	OAS	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59635	-	NP_828857	Q9H4F8	A0A024R6E0	NP_001030024|NP_071420	-	-	-	-	-	-
2657723	1489669	5204	4383917	111226	SARS-CoV-3a	-	ORF3a	PFDN5	3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA	MM-1|MM1|PFD5	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59632	-	NP_828852	Q99471	-	NP_665904|NP_002615	-	-	-	-	-	-
2657724	1489679	6218	4383924	112132	SARS-CoV-9b	-	ORF9b	RPS17	9b|ns9b|SARS-CoV sars9b|ORF9b|SARS-CoV ORF9b|ORF9B_CVHSA	DBA4|RPS17L|RPS17L1|RPS17L2|S17	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59636	-	NP_828859	P0CW22|P08708	-	NP_001012	-	-	-	-	-	-
2657725	1489680	27031	4383940	117962	SARS-CoV-1ab-nsp2ab	-	nsp2ab	NPHP3	nsp2|sars1ab|orf1ab|SARS-CoV nsp2ab|SARS-CoV nsp2|SARS-CoV sars1ab|orf1ab-nsp2|orf1ab-nsp2ab|pp1ab|R1AB_CVHSA	CFAP31|MKS7|NPH3|RHPD|RHPD1|SLSN3	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828851	Q7Z494	-	NP_694972	-	-	-	-	-	-
2657726	1489673	2972	4383919	109227	SARS-CoV-6	-	ORF6	BRF1	6|ns6|X3|SARS-CoV sars6|ORF6|SARS-CoV ORF6|X3|NS6_CVHSA	BRF|BRF-1|GTF3B|HEL-S-76p|TAF3B2|TAF3C|TAFIII90|TF3B90|TFIIIB90|hBRF	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59634	-	NP_828856	Q92994	V9HVY2|A0A024R6P8	NP_001229715|NP_001229717|NP_001229716|NP_001229719|NP_001229718|NP_663718|NP_001510	-	-	-	-	-	-
2657727	-	57002	4383925	121317	SARS-CoV-14	GK003	ORF14	YAE1D1	14|ns14|SARS-CoV sars14|ORF14|SARS-CoV ORF14|Y14_CVHSA	C7orf36	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	Q7TLC7	-	-	Q9NRH1	-	NP_064577|NP_001269375	-	-	-	-	-	-
2657728	1489680	132299	4383950	126317	SARS-CoV-1ab-nsp13ab	-	nsp13ab	OCIAD2	nsp13|sars1ab|orf1ab|SARS-CoV nsp13ab|SARS-CoV nsp13|SARS-CoV sars1ab|orf1ab-nsp13|orf1ab-nsp13ab|pp1ab|R1AB_CVHSA	-	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828870	Q56VL3	-	NP_001273702|NP_001014446|NP_001273703|NP_689611	-	-	-	-	-	-
2657729	1489680	283537	4383940	129597	SARS-CoV-1ab-nsp2ab	RP11-97E23.2	nsp2ab	SLC46A3	nsp2|sars1ab|orf1ab|SARS-CoV nsp2ab|SARS-CoV nsp2|SARS-CoV sars1ab|orf1ab-nsp2|orf1ab-nsp2ab|pp1ab|R1AB_CVHSA	FKSG16	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828851	Q7Z3Q1	A0A024RDN9	NP_001129391|NP_861450	-	-	-	-	-	-
2657730	1489680	10443	4383950	115708	SARS-CoV-1ab-nsp13ab	RP11-298P3.3	nsp13ab	N4BP2L2	nsp13|sars1ab|orf1ab|SARS-CoV nsp13ab|SARS-CoV nsp13|SARS-CoV sars1ab|orf1ab-nsp13|orf1ab-nsp13ab|pp1ab|R1AB_CVHSA	92M18.3|CG005|PFAAP5	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828870	Q92802	Q9Y3H6|A0A024RDV2|B4DPY1	NP_055702|NP_001265361|NP_001307765|NP_149102	-	-	-	-	-	-
2657731	1489680	5479	4383939	111475	SARS-CoV-1ab-nsp1ab	-	nsp1ab	PPIB	nsp1|sars1ab|orf1ab|SARS-CoV nsp1ab|SARS-CoV nsp1|SARS-CoV sars1ab|orf1ab-nsp1|orf1ab-nsp1ab|pp1ab|R1AB_CVHSA	CYP-S1|CYPB|HEL-S-39|OI9|SCYLP	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	Low Throughput	-	-	-	-	BIOGRID	P0C6X7	-	NP_828860	P23284	-	NP_000933	-	-	-	-	-	-
2658248	59272	43740568	121864	4383848	UNQ868/PRO1885	GU280_gp02	ACE2	S	ACEH	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV	Reconstituted Complex	physical	Xie L (2020)	DOI:10.1101/2020.02.16.951723	9606	2697049	Low Throughput	-	-	The Receptor Binding Domain (RBD) of the SARS-CoV-2 Spike protein interacts with human ACE2 in vitro.	-	BIOGRID	Q9BYF1	-	NP_068576	P0DTC2	-	YP_009724390	-	-	-	-	-	-
2658249	59272	1489668	121864	4383915	UNQ868/PRO1885	SARS-CoV-2	ACE2	S	ACEH	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA	Reconstituted Complex	physical	Xie L (2020)	DOI:10.1101/2020.02.16.951723	9606	694009	Low Throughput	-	-	The Receptor Binding Domain (RBD) of the SARS-CoV Spike protein interacts with human ACE2 in vitro.	-	BIOGRID	Q9BYF1	-	NP_068576	P59594	-	NP_828851	-	-	-	-	-	-
2658250	43740568	59272	4383848	121864	GU280_gp02	UNQ868/PRO1885	S	ACE2	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV	ACEH	Reconstituted Complex	physical	Procko E (2020)	DOI:10.1101/2020.03.16.994236	2697049	9606	Low Throughput	-	-	The Receptor Binding Domain (RBD) of the SARS-CoV-2 Spike protein interacts with human ACE2 in vitro.	-	BIOGRID	P0DTC2	-	YP_009724390	Q9BYF1	-	NP_068576	-	-	-	-	-	-
2658251	43740568	682	4383848	107147	GU280_gp02	UNQ6505/PRO21383	S	BSG	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV	5F7|CD147|EMMPRIN|M6|OK|TCSF	Reconstituted Complex	physical	Wang K (2020)	DOI:10.1101/2020.03.14.988345	2697049	9606	Low Throughput	-	-	The Receptor Binding Domain (RBD) of the SARS-CoV-2 Spike protein interacts with human CD147/BSG in vitro.	-	BIOGRID	P0DTC2	-	YP_009724390	P35613	Q54A51	NP_940991|NP_940993|NP_940992|NP_001309172|NP_001719	-	-	-	-	-	-
2658252	682	43740568	107147	4383848	UNQ6505/PRO21383	GU280_gp02	BSG	S	5F7|CD147|EMMPRIN|M6|OK|TCSF	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV	Reconstituted Complex	physical	Wang K (2020)	DOI:10.1101/2020.03.14.988345	9606	2697049	Low Throughput	-	-	The Receptor Binding Domain (RBD) of the SARS-CoV-2 Spike protein interacts with human CD147/BSG in vitro.	-	BIOGRID	P35613	Q54A51	NP_940991|NP_940993|NP_940992|NP_001309172|NP_001719	P0DTC2	-	YP_009724390	-	-	-	-	-	-
2658253	682	43740568	107147	4383848	UNQ6505/PRO21383	GU280_gp02	BSG	S	5F7|CD147|EMMPRIN|M6|OK|TCSF	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV	Affinity Capture-Western	physical	Wang K (2020)	DOI:10.1101/2020.03.14.988345	9606	2697049	Low Throughput	-	-	SARS-CoV-2 invades host cells via a novel route involving the binding of the viral Spike protein to human CD147.|The SARS-CoV-2 Spike protein interacts with human CD147/BSG in vivo.	-	BIOGRID	P35613	Q54A51	NP_940991|NP_940993|NP_940992|NP_001309172|NP_001719	P0DTC2	-	YP_009724390	-	-	-	-	-	-
2658254	43740568	682	4383848	107147	GU280_gp02	UNQ6505/PRO21383	S	BSG	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV	5F7|CD147|EMMPRIN|M6|OK|TCSF	Affinity Capture-Western	physical	Wang K (2020)	DOI:10.1101/2020.03.14.988345	2697049	9606	Low Throughput	-	-	SARS-CoV-2 invades host cells via a novel route involving the binding of the viral Spike protein to human CD147.|The SARS-CoV-2 Spike protein interacts with human CD147/BSG in vivo.	-	BIOGRID	P0DTC2	-	YP_009724390	P35613	Q54A51	NP_940991|NP_940993|NP_940992|NP_001309172|NP_001719	-	-	-	-	-	-
2658255	682	43740568	107147	4383848	UNQ6505/PRO21383	GU280_gp02	BSG	S	5F7|CD147|EMMPRIN|M6|OK|TCSF	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV	Co-localization	physical	Wang K (2020)	DOI:10.1101/2020.03.14.988345	9606	2697049	Low Throughput	-	-	The SARS-CoV-2 Spike protein colocalizes with human CD147/BSG in viral inclusion bodies of SARS-CoV-2 infected Vero E6 cells.	-	BIOGRID	P35613	Q54A51	NP_940991|NP_940993|NP_940992|NP_001309172|NP_001719	P0DTC2	-	YP_009724390	-	-	-	-	-	-
2658256	59272	59272	121864	121864	UNQ868/PRO1885	UNQ868/PRO1885	ACE2	ACE2	ACEH	ACEH	Co-crystal Structure	physical	Zhou Q (2020)	DOI:10.1101/2020.02.17.951848	9606	9606	Low Throughput	-	-	Electron microscopy (EM) structure	-	BIOGRID	Q9BYF1	-	NP_068576	Q9BYF1	-	NP_068576	-	-	-	-	-	-
2658257	59272	340024	121864	130985	UNQ868/PRO1885	-	ACE2	SLC6A19	ACEH	B0AT1|HND	Co-crystal Structure	physical	Zhou Q (2020)	DOI:10.1101/2020.02.17.951848	9606	9606	Low Throughput	-	-	Electron microscopy (EM) structure|The complex is a dimer of heterodimers.	-	BIOGRID	Q9BYF1	-	NP_068576	Q695T7	-	NP_001003841	-	-	-	-	-	-
2658282	43740568	59272	4383848	121864	GU280_gp02	UNQ868/PRO1885	S	ACE2	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV	ACEH	Co-crystal Structure	physical	Lan J (2020)	PUBMED:32225176	2697049	9606	Low Throughput	-	-	SARS-CoV-2 spike receptor-binding domain (RBD) bound to the human cell receptor ACE2	-	BIOGRID	P0DTC2	-	YP_009724390	Q9BYF1	-	NP_068576	-	-	-	-	-	-
